Electoral district number,Electoral district name,Political affiliation (2015),% Votes obtained (2015)
24065,Marc-Aurele-Fortin,NDP-New Democratic Party,23.5
24065,Marc-Aurele-Fortin,Conservative,11.9
24065,Marc-Aurele-Fortin,Green Party,1.9
24065,Marc-Aurele-Fortin,Liberal,40.9
24066,Saint-Hyacinthe--Bagot,Green Party,2.3
24066,Saint-Hyacinthe--Bagot,Bloc Quebecois,24.3
24066,Saint-Hyacinthe--Bagot,Conservative,16.7
24066,Saint-Hyacinthe--Bagot,Independent,0.5
24066,Saint-Hyacinthe--Bagot,NDP-New Democratic Party,28.7
24066,Saint-Hyacinthe--Bagot,Liberal,27.6
24067,Saint-Jean,Conservative,10.8
24067,Saint-Jean,Bloc Quebecois,24.8
24067,Saint-Jean,NDP-New Democratic Party,29.1
24067,Saint-Jean,Green Party,2.1
24067,Saint-Jean,Liberal,33.2
24068,Saint-Laurent,NDP-New Democratic Party,11.5
24068,Saint-Laurent,Marxist-Leninist,0.3
24068,Saint-Laurent,Liberal,61.6
24068,Saint-Laurent,Bloc Quebecois,4.7
24068,Saint-Laurent,Green Party,2.4
24068,Saint-Laurent,Conservative,19.5
24069,Saint-Leonard--Saint-Michel,Liberal,64.7
24069,Saint-Leonard--Saint-Michel,NDP-New Democratic Party,14.8
24069,Saint-Leonard--Saint-Michel,Conservative,11.1
24069,Saint-Leonard--Saint-Michel,Bloc Quebecois,7.2
24069,Saint-Leonard--Saint-Michel,Marxist-Leninist,0.3
24069,Saint-Leonard--Saint-Michel,Green Party,1.8
24070,Saint-Maurice--Champlain,Marxist-Leninist,0.3
24070,Saint-Maurice--Champlain,Bloc Quebecois,19.2
24070,Saint-Maurice--Champlain,Liberal,41.5
24070,Saint-Maurice--Champlain,Conservative,16.3
24070,Saint-Maurice--Champlain,Green Party,1.9
24070,Saint-Maurice--Champlain,NDP-New Democratic Party,20.8
24071,Salaberry--Suroit,Conservative,10
24071,Salaberry--Suroit,Bloc Quebecois,28.4
24071,Salaberry--Suroit,Forces et Democratie - Allier les forces de nos regions,0.3
24071,Salaberry--Suroit,Independent,0.4
24071,Salaberry--Suroit,NDP-New Democratic Party,30.4
24071,Salaberry--Suroit,Liberal,29.2
24071,Salaberry--Suroit,Green Party,1.4
24072,Shefford,Bloc Quebecois,22.2
24072,Shefford,Liberal,39
24072,Shefford,Conservative,12.8
24072,Shefford,NDP-New Democratic Party,23.7
24072,Shefford,Green Party,2.4
24073,Sherbrooke,Liberal,29.8
24073,Sherbrooke,Bloc Quebecois,20.4
24073,Sherbrooke,Conservative,9.4
24073,Sherbrooke,NDP-New Democratic Party,37.4
24073,Sherbrooke,Independent,0.5
24073,Sherbrooke,Green Party,2
24073,Sherbrooke,Rhinoceros,0.5
24074,Vaudreuil--Soulanges,Conservative,13.8
24074,Vaudreuil--Soulanges,Bloc Quebecois,15
24074,Vaudreuil--Soulanges,Green Party,2.2
24074,Vaudreuil--Soulanges,NDP-New Democratic Party,22.3
24074,Vaudreuil--Soulanges,Liberal,46.6
24075,Terrebonne,Liberal,28
24075,Terrebonne,NDP-New Democratic Party,25.6
24075,Terrebonne,Bloc Quebecois,33
24075,Terrebonne,Green Party,1.7
24075,Terrebonne,Conservative,11.3
24075,Terrebonne,Forces et Democratie - Allier les forces de nos regions,0.3
24076,Trois-Rivieres,NDP-New Democratic Party,31.8
24076,Trois-Rivieres,Liberal,30.2
24076,Trois-Rivieres,Libertarian,0.6
24076,Trois-Rivieres,Conservative,18.6
24076,Trois-Rivieres,Green Party,1.7
24076,Trois-Rivieres,Bloc Quebecois,17
24077,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,Green Party,4.8
24077,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,Liberal,50.8
24077,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,Conservative,11.9
24077,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,Communist,0.2
24077,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,Bloc Quebecois,8.6
24077,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,NDP-New Democratic Party,23.4
24077,Ville-Marie--Le Sud-Ouest--ile-des-Soeurs,Rhinoceros,0.3
24078,Vimy,NDP-New Democratic Party,21
24078,Vimy,Christian Heritage Party,0.5
24078,Vimy,Bloc Quebecois,16.7
24078,Vimy,Conservative,13.4
24078,Vimy,Liberal,46.2
24078,Vimy,Green Party,2.4
35001,Ajax,Conservative,34.4
35001,Ajax,NDP-New Democratic Party,8.2
35001,Ajax,Green Party,1.4
35001,Ajax,Liberal,55.9
35001,Ajax,United Party,0.1
35002,Algoma--Manitoulin--Kapuskasing,NDP-New Democratic Party,39.9
35002,Algoma--Manitoulin--Kapuskasing,Green Party,2.2
35002,Algoma--Manitoulin--Kapuskasing,Conservative,23.7
35002,Algoma--Manitoulin--Kapuskasing,Liberal,34.1
35003,Aurora--Oak Ridges--Richmond Hill,Liberal,47.3
35003,Aurora--Oak Ridges--Richmond Hill,Animal Alliance/Environment Voters,0.5
35003,Aurora--Oak Ridges--Richmond Hill,Conservative,45.2
35003,Aurora--Oak Ridges--Richmond Hill,NDP-New Democratic Party,5.7
35003,Aurora--Oak Ridges--Richmond Hill,Green Party,1.3
35004,Barrie--Innisfil,Conservative,46.4
35004,Barrie--Innisfil,NDP-New Democratic Party,11.8
35004,Barrie--Innisfil,Christian Heritage Party,0.4
35004,Barrie--Innisfil,Green Party,4
35004,Barrie--Innisfil,CAP,0.3
35004,Barrie--Innisfil,Liberal,37.1
35005,Barrie--Springwater--Oro-Medonte,Independent,0.4
35005,Barrie--Springwater--Oro-Medonte,Green Party,5.2
35005,Barrie--Springwater--Oro-Medonte,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Libertarian,0.8
35005,Barrie--Springwater--Oro-Medonte,Liberal,41.5
35005,Barrie--Springwater--Oro-Medonte,NDP-New Democratic Party,10.3
35006,Bay of Quinte,NDP-New Democratic Party,12.1
35006,Bay of Quinte,Liberal,50.7
35006,Bay of Quinte,Conservative,34.3
35006,Bay of Quinte,Green Party,2.2
35006,Bay of Quinte,Independent,0.6
35007,Beaches--East York,Conservative,16.4
35007,Beaches--East York,Marxist-Leninist,0.2
35007,Beaches--East York,Liberal,49.4
35007,Beaches--East York,NDP-New Democratic Party,30.8
35007,Beaches--East York,Green Party,2.6
35007,Beaches--East York,Independent,0.5
35007,Beaches--East York,Independent,0.1
35008,Brampton Centre,Green Party,2.1
35008,Brampton Centre,Marxist-Leninist,0.4
35008,Brampton Centre,Conservative,33.7
35008,Brampton Centre,NDP-New Democratic Party,15.1
35008,Brampton Centre,Liberal,48.6
35009,Brampton East,Conservative,23.5
35009,Brampton East,Liberal,52.3
35009,Brampton East,NDP-New Democratic Party,23
35009,Brampton East,Green Party,1.1
35010,Brampton North,Conservative,33
35010,Brampton North,Communist,0.2
35010,Brampton North,Liberal,48.4
35010,Brampton North,NDP-New Democratic Party,16.5
35010,Brampton North,Green Party,1.9
35011,Brampton South,Green Party,2.2
35011,Brampton South,NDP-New Democratic Party,10.7
35011,Brampton South,Conservative,35
35011,Brampton South,Liberal,52.1
35012,Brampton West,Green Party,1.6
35012,Brampton West,Liberal,55.9
35012,Brampton West,NDP-New Democratic Party,12.4
35012,Brampton West,Conservative,30.1
35013,Brantford--Brant,Green Party,2.5
35013,Brantford--Brant,Libertarian,0.8
35013,Brantford--Brant,NDP-New Democratic Party,24.8
35013,Brantford--Brant,Conservative,40.9
35013,Brantford--Brant,Liberal,30.7
35013,Brantford--Brant,Independent,0.3
35014,Bruce--Grey--Owen Sound,Green Party,3.3
35014,Bruce--Grey--Owen Sound,Liberal,38.8
35014,Bruce--Grey--Owen Sound,NDP-New Democratic Party,11.1
35014,Bruce--Grey--Owen Sound,Conservative,46.7
35015,Burlington,Green Party,2.4
35015,Burlington,Liberal,46
35015,Burlington,NDP-New Democratic Party,9.1
35015,Burlington,Conservative,42.5
35016,Cambridge,Green Party,3.2
35016,Cambridge,Marxist-Leninist,0.2
35016,Cambridge,Conservative,38.6
35016,Cambridge,Liberal,43.2
35016,Cambridge,Independent,0.9
35016,Cambridge,NDP-New Democratic Party,13.9
35017,Chatham-Kent--Leamington,Liberal,37.2
35017,Chatham-Kent--Leamington,Conservative,41.7
35017,Chatham-Kent--Leamington,Green Party,2.7
35017,Chatham-Kent--Leamington,NDP-New Democratic Party,18.4
35018,Davenport,NDP-New Democratic Party,41.4
35018,Davenport,Liberal,44.3
35018,Davenport,Communist,0.5
35018,Davenport,Independent,0.2
35018,Davenport,Conservative,10.6
35018,Davenport,Green Party,3.1
35019,Don Valley East,NDP-New Democratic Party,10.4
35019,Don Valley East,Conservative,29.2
35019,Don Valley East,Liberal,57.8
35019,Don Valley East,Green Party,2.6
35020,Don Valley North,Green Party,2.2
35020,Don Valley North,Conservative,37.8
35020,Don Valley North,NDP-New Democratic Party,8.5
35020,Don Valley North,Liberal,51.4
35021,Don Valley West,Conservative,37.6
35021,Don Valley West,Independent,0.1
35021,Don Valley West,Communist,0.2
35021,Don Valley West,Green Party,1.7
35021,Don Valley West,Libertarian,0.6
35021,Don Valley West,Liberal,53.8
35021,Don Valley West,NDP-New Democratic Party,6
35022,Dufferin--Caledon,Liberal,39.1
35022,Dufferin--Caledon,Conservative,46.3
35022,Dufferin--Caledon,Green Party,7.3
35022,Dufferin--Caledon,NDP-New Democratic Party,7.3
35023,Durham,Green Party,2.5
35023,Durham,Christian Heritage Party,0.6
35023,Durham,Conservative,45.1
35023,Durham,NDP-New Democratic Party,16
35023,Durham,Liberal,35.8
35024,Eglinton--Lawrence,Animal Alliance/Environment Voters,0.2
35024,Eglinton--Lawrence,Libertarian,0.6
35024,Eglinton--Lawrence,Green Party,1.4
35024,Eglinton--Lawrence,Liberal,48.9
35024,Eglinton--Lawrence,Conservative,42.6
35024,Eglinton--Lawrence,NDP-New Democratic Party,6.3
35025,Elgin--Middlesex--London,Liberal,31
35025,Elgin--Middlesex--London,Rhinoceros,0.3
35025,Elgin--Middlesex--London,Christian Heritage Party,0.9
35025,Elgin--Middlesex--London,Green Party,3.1
35025,Elgin--Middlesex--London,NDP-New Democratic Party,15.4
35025,Elgin--Middlesex--London,Conservative,49.2
35026,Essex,Green Party,1.9
35026,Essex,Liberal,20.9
35026,Essex,NDP-New Democratic Party,41.4
35026,Essex,Marxist-Leninist,0.1
35026,Essex,Conservative,35.7
35027,Etobicoke Centre,NDP-New Democratic Party,7.9
35027,Etobicoke Centre,Conservative,37.3
35027,Etobicoke Centre,Green Party,1.4
35027,Etobicoke Centre,PC Party,0.6
35027,Etobicoke Centre,Liberal,52.8
35028,Etobicoke--Lakeshore,Liberal,53.7
35028,Etobicoke--Lakeshore,Marxist-Leninist,0.3
35028,Etobicoke--Lakeshore,Green Party,2.3
35028,Etobicoke--Lakeshore,NDP-New Democratic Party,10.9
35028,Etobicoke--Lakeshore,Conservative,32.4
35028,Etobicoke--Lakeshore,Animal Alliance/Environment Voters,0.4
35029,Etobicoke North,Green Party,1.2
35029,Etobicoke North,Conservative,23
35029,Etobicoke North,Marxist-Leninist,0.6
35029,Etobicoke North,Liberal,62.4
35029,Etobicoke North,NDP-New Democratic Party,12.4
35029,Etobicoke North,No Affiliation,0.4
35030,Flamborough--Glanbrook,NDP-New Democratic Party,14
35030,Flamborough--Glanbrook,Liberal,39.1
35030,Flamborough--Glanbrook,Conservative,43.5
35030,Flamborough--Glanbrook,Green Party,3.4
35031,Glengarry--Prescott--Russell,Libertarian,0.6
35031,Glengarry--Prescott--Russell,Liberal,53.3
35031,Glengarry--Prescott--Russell,NDP-New Democratic Party,7.9
35031,Glengarry--Prescott--Russell,Conservative,36.4
35031,Glengarry--Prescott--Russell,Green Party,1.8
35032,Guelph,Communist,0.2
35032,Guelph,Libertarian,0.7
35032,Guelph,Radical Marijuana,0.3
35032,Guelph,Conservative,26.3
35032,Guelph,Liberal,49.1
35032,Guelph,Green Party,11.3
35032,Guelph,NDP-New Democratic Party,12
35033,Haldimand--Norfolk,Independent,0.3
35033,Haldimand--Norfolk,Christian Heritage Party,1.6
35033,Haldimand--Norfolk,Green Party,3.3
35033,Haldimand--Norfolk,Conservative,44.1
35033,Haldimand--Norfolk,NDP-New Democratic Party,13.6
35033,Haldimand--Norfolk,Liberal,36.6
35033,Haldimand--Norfolk,Independent,0.5
35034,Haliburton--Kawartha Lakes--Brock,Green Party,4
35034,Haliburton--Kawartha Lakes--Brock,Liberal,31.8
35034,Haliburton--Kawartha Lakes--Brock,NDP-New Democratic Party,19.4
35034,Haliburton--Kawartha Lakes--Brock,Conservative,44.8
35035,Hamilton Centre,Independent,0.5
35035,Hamilton Centre,Radical Marijuana,0.8
35035,Hamilton Centre,NDP-New Democratic Party,45.6
35035,Hamilton Centre,Conservative,14.6
35035,Hamilton Centre,Green Party,4.3
35035,Hamilton Centre,Liberal,33.4
35035,Hamilton Centre,Libertarian,0.8
35036,Hamilton East--Stoney Creek,Liberal,39
35036,Hamilton East--Stoney Creek,Conservative,25.3
35036,Hamilton East--Stoney Creek,Green Party,2.6
35036,Hamilton East--Stoney Creek,Marxist-Leninist,0.1
35036,Hamilton East--Stoney Creek,Communist,0.3
35036,Hamilton East--Stoney Creek,NDP-New Democratic Party,32.7
35037,Hamilton Mountain,Green Party,2.5
35037,Hamilton Mountain,Liberal,33.5
35037,Hamilton Mountain,Libertarian,1.5
35037,Hamilton Mountain,NDP-New Democratic Party,35.9
35037,Hamilton Mountain,Christian Heritage Party,0.9
35037,Hamilton Mountain,Conservative,25.7
35038,Hamilton West--Ancaster--Dundas,NDP-New Democratic Party,16.3
35038,Hamilton West--Ancaster--Dundas,Green Party,4.2
35038,Hamilton West--Ancaster--Dundas,Conservative,31.8
35038,Hamilton West--Ancaster--Dundas,Liberal,47.7
35039,Hastings--Lennox and Addington,NDP-New Democratic Party,12.7
35039,Hastings--Lennox and Addington,Liberal,42.4
35039,Hastings--Lennox and Addington,Conservative,41.9
35039,Hastings--Lennox and Addington,Green Party,2.9
35040,Huron--Bruce,NDP-New Democratic Party,13
35040,Huron--Bruce,Conservative,44.9
35040,Huron--Bruce,Green Party,2.4
35040,Huron--Bruce,Liberal,39.7
35041,Kanata--Carleton,NDP-New Democratic Party,6.8
35041,Kanata--Carleton,Liberal,51.3
35041,Kanata--Carleton,Conservative,39.2
35041,Kanata--Carleton,Green Party,2.7
35042,Kenora,Independent,0.5
35042,Kenora,NDP-New Democratic Party,33.9
35042,Kenora,Green Party,1.6
35042,Kenora,Liberal,35.5
35042,Kenora,Conservative,28.5
35043,King--Vaughan,Green Party,1.9
35043,King--Vaughan,NDP-New Democratic Party,6.5
35043,King--Vaughan,Liberal,47.4
35043,King--Vaughan,Conservative,44.2
35044,Kingston and the Islands,NDP-New Democratic Party,17
35044,Kingston and the Islands,Conservative,22.7
35044,Kingston and the Islands,Liberal,55.4
35044,Kingston and the Islands,Libertarian,0.5
35044,Kingston and the Islands,Green Party,4.5
35045,Kitchener Centre,NDP-New Democratic Party,16.6
35045,Kitchener Centre,Marxist-Leninist,0.2
35045,Kitchener Centre,Libertarian,1
35045,Kitchener Centre,Liberal,48.8
35045,Kitchener Centre,Green Party,3.1
35045,Kitchener Centre,Conservative,30.4
35046,Kitchener--Conestoga,Conservative,43.3
35046,Kitchener--Conestoga,Libertarian,1.4
35046,Kitchener--Conestoga,Green Party,2.8
35046,Kitchener--Conestoga,Liberal,42.8
35046,Kitchener--Conestoga,NDP-New Democratic Party,9.8
35047,Kitchener South--Hespeler,Marxist-Leninist,0.2
35047,Kitchener South--Hespeler,NDP-New Democratic Party,15.6
35047,Kitchener South--Hespeler,Conservative,36.7
35047,Kitchener South--Hespeler,Libertarian,1.6
35047,Kitchener South--Hespeler,Liberal,42.3
35047,Kitchener South--Hespeler,Green Party,3.7
35048,Lambton--Kent--Middlesex,Liberal,29.4
35048,Lambton--Kent--Middlesex,NDP-New Democratic Party,17
35048,Lambton--Kent--Middlesex,Green Party,3.3
35048,Lambton--Kent--Middlesex,Conservative,50.2
35049,Lanark--Frontenac--Kingston,Liberal,33.8
35049,Lanark--Frontenac--Kingston,Libertarian,0.7
35049,Lanark--Frontenac--Kingston,NDP-New Democratic Party,14.1
35049,Lanark--Frontenac--Kingston,Green Party,3.5
35049,Lanark--Frontenac--Kingston,Conservative,47.9
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,NDP-New Democratic Party,8.4
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Conservative,47.4
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Liberal,40.6
35050,Leeds-Grenville-Thousand Islands and Rideau Lakes,Green Party,3.7
35051,London--Fanshawe,Conservative,27.2
35051,London--Fanshawe,Independent,0.6
35051,London--Fanshawe,NDP-New Democratic Party,37.8
35051,London--Fanshawe,Green Party,2.9
35051,London--Fanshawe,Liberal,31.4
35052,London North Centre,Green Party,3.6
35052,London North Centre,Liberal,50.5
35052,London North Centre,NDP-New Democratic Party,14.7
35052,London North Centre,Marxist-Leninist,0.2
35052,London North Centre,Conservative,31.1
35053,London West,Libertarian,1.1
35053,London West,Conservative,35.3
35053,London West,Green Party,2.8
35053,London West,Communist,0.1
35053,London West,NDP-New Democratic Party,14.8
35053,London West,Liberal,45.8
35054,Markham--Stouffville,Conservative,42.8
35054,Markham--Stouffville,NDP-New Democratic Party,6.1
35054,Markham--Stouffville,Green Party,1.9
35054,Markham--Stouffville,Liberal,49.2
35055,Markham--Thornhill,NDP-New Democratic Party,10.7
35055,Markham--Thornhill,Conservative,32.3
35055,Markham--Thornhill,Liberal,55.7
35055,Markham--Thornhill,Green Party,1.2
35056,Markham--Unionville,Liberal,43.3
35056,Markham--Unionville,Green Party,2.2
35056,Markham--Unionville,Conservative,49.4
35056,Markham--Unionville,NDP-New Democratic Party,5.1
35057,Milton,NDP-New Democratic Party,10.9
35057,Milton,Green Party,2.3
35057,Milton,Libertarian,1
35057,Milton,Conservative,45.4
35057,Milton,Liberal,40.4
35058,Mississauga Centre,Liberal,54.7
35058,Mississauga Centre,NDP-New Democratic Party,9.5
35058,Mississauga Centre,Green Party,2.2
35058,Mississauga Centre,Conservative,33.6
35059,Mississauga East--Cooksville,Green Party,1.5
35059,Mississauga East--Cooksville,Liberal,54.2
35059,Mississauga East--Cooksville,Conservative,35.4
35059,Mississauga East--Cooksville,NDP-New Democratic Party,8.6
35059,Mississauga East--Cooksville,Marxist-Leninist,0.3
35060,Mississauga--Erin Mills,NDP-New Democratic Party,9.4
35060,Mississauga--Erin Mills,Conservative,39.2
35060,Mississauga--Erin Mills,Liberal,49.7
35060,Mississauga--Erin Mills,Green Party,1.6
35061,Mississauga--Lakeshore,Conservative,41.2
35061,Mississauga--Lakeshore,Green Party,2.4
35061,Mississauga--Lakeshore,NDP-New Democratic Party,8
35061,Mississauga--Lakeshore,Liberal,47.7
35061,Mississauga--Lakeshore,Marxist-Leninist,0.2
35061,Mississauga--Lakeshore,Libertarian,0.5
35062,Mississauga--Malton,Liberal,59.1
35062,Mississauga--Malton,NDP-New Democratic Party,12.3
35062,Mississauga--Malton,Conservative,26.4
35062,Mississauga--Malton,Green Party,1.7
35062,Mississauga--Malton,Independent,0.5
35063,Mississauga--Streetsville,Conservative,40.4
35063,Mississauga--Streetsville,Green Party,2.3
35063,Mississauga--Streetsville,NDP-New Democratic Party,9
35063,Mississauga--Streetsville,Liberal,47.8
35063,Mississauga--Streetsville,Christian Heritage Party,0.5
35064,Nepean,Liberal,52.4
35064,Nepean,Green Party,2.3
35064,Nepean,Independent,0.6
35064,Nepean,NDP-New Democratic Party,8.2
35064,Nepean,Independent,0.1
35064,Nepean,Marxist-Leninist,0.1
35064,Nepean,Independent,0.1
35064,Nepean,Conservative,36.1
35065,Newmarket--Aurora,PC Party,1.3
35065,Newmarket--Aurora,Conservative,42.6
35065,Newmarket--Aurora,NDP-New Democratic Party,8.5
35065,Newmarket--Aurora,Green Party,2.4
35065,Newmarket--Aurora,Liberal,45.2
35066,Niagara Centre,NDP-New Democratic Party,31.5
35066,Niagara Centre,Liberal,35.7
35066,Niagara Centre,Green Party,2.4
35066,Niagara Centre,Animal Alliance/Environment Voters,0.5
35066,Niagara Centre,Conservative,29.7
35066,Niagara Centre,Marxist-Leninist,0.2
35067,Niagara Falls,NDP-New Democratic Party,20.9
35067,Niagara Falls,Conservative,42.1
35067,Niagara Falls,Liberal,34.5
35067,Niagara Falls,Green Party,2.5
35068,Niagara West,Conservative,48.8
35068,Niagara West,Green Party,3
35068,Niagara West,Christian Heritage Party,2.4
35068,Niagara West,NDP-New Democratic Party,11.5
35068,Niagara West,Liberal,32.7
35068,Niagara West,Libertarian,1.6
35069,Nickel Belt,NDP-New Democratic Party,37.8
35069,Nickel Belt,Conservative,16.7
35069,Nickel Belt,Green Party,2.5
35069,Nickel Belt,Liberal,42.8
35069,Nickel Belt,Marxist-Leninist,0.2
35070,Nipissing--Timiskaming,Conservative,29.3
35070,Nipissing--Timiskaming,NDP-New Democratic Party,16.2
35070,Nipissing--Timiskaming,Green Party,2.6
35070,Nipissing--Timiskaming,Liberal,51.9
35071,Northumberland--Peterborough South,NDP-New Democratic Party,14.8
35071,Northumberland--Peterborough South,Conservative,39.6
35071,Northumberland--Peterborough South,Liberal,42.5
35071,Northumberland--Peterborough South,Green Party,3.1
35072,Oakville,Green Party,2.2
35072,Oakville,NDP-New Democratic Party,5.9
35072,Oakville,Liberal,49.4
35072,Oakville,Conservative,42.5
35073,Oakville North--Burlington,NDP-New Democratic Party,7.2
35073,Oakville North--Burlington,Libertarian,1.1
35073,Oakville North--Burlington,Liberal,46.7
35073,Oakville North--Burlington,Green Party,1.6
35073,Oakville North--Burlington,Conservative,43.3
35074,Oshawa,Conservative,38.2
35074,Oshawa,Green Party,2.5
35074,Oshawa,NDP-New Democratic Party,31.9
35074,Oshawa,Marxist-Leninist,0.1
35074,Oshawa,Liberal,27.3
35075,Ottawa Centre,Radical Marijuana,0.2
35075,Ottawa Centre,NDP-New Democratic Party,38.5
35075,Ottawa Centre,Libertarian,0.7
35075,Ottawa Centre,Conservative,14.5
35075,Ottawa Centre,Rhinoceros,0.2
35075,Ottawa Centre,Liberal,42.7
35075,Ottawa Centre,Green Party,3
35075,Ottawa Centre,Communist,0.2
35076,Orleans,Conservative,30.5
35076,Orleans,Liberal,59.7
35076,Orleans,Green Party,1.8
35076,Orleans,NDP-New Democratic Party,8
35077,Ottawa South,Conservative,24.3
35077,Ottawa South,NDP-New Democratic Party,11.6
35077,Ottawa South,PC Party,0.6
35077,Ottawa South,Liberal,60.1
35077,Ottawa South,Green Party,2.9
35077,Ottawa South,Communist,0.2
35077,Ottawa South,Libertarian,0.4
35078,Ottawa--Vanier,Liberal,57.6
35078,Ottawa--Vanier,Libertarian,0.8
35078,Ottawa--Vanier,Green Party,3.1
35078,Ottawa--Vanier,Marxist-Leninist,0.2
35078,Ottawa--Vanier,Conservative,19.1
35078,Ottawa--Vanier,NDP-New Democratic Party,19.2
35079,Ottawa West--Nepean,Conservative,30
35079,Ottawa West--Nepean,Green Party,2.8
35079,Ottawa West--Nepean,Marxist-Leninist,0.2
35079,Ottawa West--Nepean,NDP-New Democratic Party,9.8
35079,Ottawa West--Nepean,Christian Heritage Party,1.2
35079,Ottawa West--Nepean,Liberal,55.9
35080,Oxford,Christian Heritage Party,2.1
35080,Oxford,Green Party,3.5
35080,Oxford,NDP-New Democratic Party,16.5
35080,Oxford,Conservative,45.7
35080,Oxford,Liberal,32.2
35081,Parkdale--High Park,Conservative,13
35081,Parkdale--High Park,Marxist-Leninist,0.2
35081,Parkdale--High Park,Libertarian,1
35081,Parkdale--High Park,NDP-New Democratic Party,40.2
35081,Parkdale--High Park,Radical Marijuana,0.3
35081,Parkdale--High Park,Green Party,3
35081,Parkdale--High Park,Independent,0.2
35081,Parkdale--High Park,Liberal,42
35082,Parry Sound--Muskoka,Pirate,0.2
35082,Parry Sound--Muskoka,Conservative,43.3
35082,Parry Sound--Muskoka,Liberal,38.9
35082,Parry Sound--Muskoka,Green Party,7.2
35082,Parry Sound--Muskoka,NDP-New Democratic Party,10.1
35082,Parry Sound--Muskoka,CAP,0.2
35082,Parry Sound--Muskoka,Marxist-Leninist,0.1
35083,Perth--Wellington,Christian Heritage Party,1.5
35083,Perth--Wellington,No Affiliation,0.4
35083,Perth--Wellington,Liberal,37.6
35083,Perth--Wellington,Conservative,42.9
35083,Perth--Wellington,NDP-New Democratic Party,15
35083,Perth--Wellington,Green Party,2.6
35084,Peterborough--Kawartha,Forces et Democratie - Allier les forces de nos regions,0.2
35084,Peterborough--Kawartha,Green Party,2.2
35084,Peterborough--Kawartha,Liberal,43.8
35084,Peterborough--Kawartha,NDP-New Democratic Party,18.7
35084,Peterborough--Kawartha,Conservative,35.1
35085,Pickering--Uxbridge,Conservative,38.2
35085,Pickering--Uxbridge,NDP-New Democratic Party,9.2
35085,Pickering--Uxbridge,Green Party,2.3
35085,Pickering--Uxbridge,Liberal,50.3
35086,Renfrew--Nipissing--Pembroke,Independent,11
35086,Renfrew--Nipissing--Pembroke,Conservative,45.8
35086,Renfrew--Nipissing--Pembroke,Green Party,1.9
35086,Renfrew--Nipissing--Pembroke,Liberal,32.7
35086,Renfrew--Nipissing--Pembroke,NDP-New Democratic Party,8.6
35087,Richmond Hill,NDP-New Democratic Party,8
35087,Richmond Hill,Liberal,46.9
35087,Richmond Hill,Conservative,43.3
35087,Richmond Hill,Green Party,1.7
35088,Carleton,Green Party,3.3
35088,Carleton,NDP-New Democratic Party,6.1
35088,Carleton,Conservative,46.9
35088,Carleton,Liberal,43.7
35089,St. Catharines,Liberal,43.2
35089,St. Catharines,Conservative,37.6
35089,St. Catharines,NDP-New Democratic Party,16.5
35089,St. Catharines,Green Party,2.6
35089,St. Catharines,Communist,0.1
35090,Toronto--St. Paul's,Liberal,55.3
35090,Toronto--St. Paul's,Green Party,3
35090,Toronto--St. Paul's,Conservative,27
35090,Toronto--St. Paul's,NDP-New Democratic Party,14.7
35091,Sarnia--Lambton,Conservative,38.8
35091,Sarnia--Lambton,NDP-New Democratic Party,31.1
35091,Sarnia--Lambton,Liberal,27.3
35091,Sarnia--Lambton,Green Party,2.8
35092,Sault Ste. Marie,Green Party,2.1
35092,Sault Ste. Marie,Conservative,31.1
35092,Sault Ste. Marie,NDP-New Democratic Party,21.8
35092,Sault Ste. Marie,Liberal,44.8
35092,Sault Ste. Marie,Marxist-Leninist,0.2
35093,Scarborough--Agincourt,Liberal,51.9
35093,Scarborough--Agincourt,Conservative,38
35093,Scarborough--Agincourt,Christian Heritage Party,0.8
35093,Scarborough--Agincourt,NDP-New Democratic Party,7.9
35093,Scarborough--Agincourt,Green Party,1.4
35094,Scarborough Centre,Libertarian,3.1
35094,Scarborough Centre,Conservative,32.7
35094,Scarborough Centre,Green Party,2.1
35094,Scarborough Centre,NDP-New Democratic Party,11.6
35094,Scarborough Centre,Liberal,50.5
35095,Scarborough--Guildwood,NDP-New Democratic Party,11.3
35095,Scarborough--Guildwood,Independent,0.4
35095,Scarborough--Guildwood,Radical Marijuana,0.3
35095,Scarborough--Guildwood,Green Party,1.4
35095,Scarborough--Guildwood,Conservative,26.5
35095,Scarborough--Guildwood,Liberal,60
35096,Scarborough North,Liberal,48.2
35096,Scarborough North,Independent,0.4
35096,Scarborough North,Green Party,1.5
35096,Scarborough North,Conservative,27.4
35096,Scarborough North,Independent,0.4
35096,Scarborough North,NDP-New Democratic Party,22.1
35097,Scarborough--Rouge Park,Liberal,60.2
35097,Scarborough--Rouge Park,Conservative,27.4
35097,Scarborough--Rouge Park,NDP-New Democratic Party,10.4
35097,Scarborough--Rouge Park,Green Party,2
35098,Scarborough Southwest,Liberal,52.5
